#1,"Fire TV Stick - Alexa対応音声認識リモコン付属
        ",https://www.amazon.co.jp/Fire-TV-Stick-Alexa%E5%AF%BE%E5%BF%9C%E9%9F%B3%E5%A3%B0%E8%AA%8D%E8%AD%98%E3%83%AA%E3%83%A2%E3%82%B3%E3%83%B3%E4%BB%98%E5%B1%9E/dp/B0791YQWJJ?_encoding=UTF8&psc=1
        ",https://www.amazon.co.jp/Soundcore-2%EF%BC%88%E5%AE%8C%E5%85%A8%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3-5-0%EF%BC%89%E3%80%90IPX5%E9%98%B2%E6%B0%B4%E8%A6%8F%E6%A0%BC-cVc8-0%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-PSE%E8%AA%8D%E8%A8%BC%E6%B8%88%E3%80%91%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF/dp/B07Y1YB7Q2?_encoding=UTF8&psc=1
#8,"Fire TV Stick 4K - Alexa対応音声認識リモコン付属
        ",https://www.amazon.co.jp/Fire-TV-Stick-4K-HDR%E5%AF%BE%E5%BF%9C-Alexa%E5%AF%BE%E5%BF%9C%E9%9F%B3%E5%A3%B0%E8%AA%8D%E8%AD%98%E3%83%AA%E3%83%A2%E3%82%B3%E3%83%B3%E4%BB%98%E5%B1%9E/dp/B079QRQTCR?_encoding=UTF8&psc=1
#9,"Echo Show 5 (エコーショー5) スクリーン付きスマートスピーカー with Alexa、チャコール
        ",https://www.amazon.co.jp/Echo-Show-5-%E3%82%A8%E3%82%B3%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%BC5-%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3%E4%BB%98%E3%81%8D%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E3%82%B9%E3%83%94%E3%83%BC%E3%82%AB%E3%83%BC-with-Alexa-%E3%83%81%E3%83%A3%E3%82%B3%E3%83%BC%E3%83%AB/dp/B07KD87NCM?_encoding=UTF8&psc=1
#10,"Anker PowerPort 2 Elite (USB 充電器 24W 2ポート)【PSE認証済/PowerIQ搭載/折りたたみ式プラグ搭載】 iPhone/iPad/Galaxy/Xperia,その他Android各種対応 (ホワイト)
        ",https://www.amazon.co.jp/Anker-PowerPort-USB%E6%80%A5%E9%80%9F%E5%85%85%E9%9B%BB%E5%99%A8-%E3%80%90%E6%8A%98%E3%82%8A%E7%95%B3%E3%81%BF%E5%BC%8F%E3%83%97%E3%83%A9%E3%82%B0%E6%90%AD%E8%BC%89-PowerIQ%E6%90%AD%E8%BC%89/dp/B06ZXXQGZ8?_encoding=UTF8&psc=1
#11,"Fire TV Stick  (第2世代) 用 延長保証プラン (2年)
        ",https://www.amazon.co.jp/Fire-TV-Stick-%E7%AC%AC2%E4%B8%96%E4%BB%A3-%E5%BB%B6%E9%95%B7%E4%BF%9D%E8%A8%BC%E3%83%97%E3%83%A9%E3%83%B3/dp/B01M0S812M?_encoding=UTF8&psc=1
#12,"Anker iPhone 充電ケーブル PowerLine II ライトニングケーブル Apple MFi認証取得 iPhone iPad iPod AirPods 互換対応 0.9m ホワイト
        ",https://www.amazon.co.jp/Anker-PowerLine-%E3%83%A9%E3%82%A4%E3%83%88%E3%83%8B%E3%83%B3%E3%82%B0USB%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB%E3%80%90Apple-%E8%B6%85%E9%AB%98%E8%80%90%E4%B9%85%E3%80%91iPhone-iPod%E5%90%84%E7%A8%AE%E5%AF%BE%E5%BF%9C/dp/B01N40PO2M?_encoding=UTF8&psc=1
#13,"Amazonベーシック ハイスピードHDMIケーブル - 0.9m (タイプAオス - タイプAオス)
        ",https://www.amazon.co.jp/Amazon%E3%83%99%E3%83%BC%E3%82%B7%E3%83%83%E3%82%AF-%E3%83%8F%E3%82%A4%E3%82%B9%E3%83%94%E3%83%BC%E3%83%89-HDMI%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB-0-9m-%E3%82%BF%E3%82%A4%E3%83%97A%E3%82%AA%E3%82%B9/dp/B014I8SIJY?_encoding=UTF8&psc=1
#14,"Nimaso iPhone8 / iPhone7 用 強化ガラス液晶保護フィルム【ガイド枠付き】【2枚セット】
        ",https://www.amazon.co.jp/Nimaso-iPhone8-iPhone7-%E7%94%A8-%E5%BC%B7%E5%8C%96%E3%82%AC%E3%83%A9%E3%82%B9%E6%B6%B2%E6%99%B6%E4%BF%9D%E8%AD%B7%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0%E3%80%90%E3%82%AC%E3%82%A4%E3%83%89%E6%9E%A0%E4%BB%98%E3%81%8D%E3%80%91%E3%80%902%E6%9E%9A%E3%82%BB%E3%83%83%E3%83%88%E3%80%91/dp/B075KPSB4M?_encoding=UTF8&psc=1
#15,"Xiaomi Mi Smart Band 4 【日本正規代理店品】スマートバンド 活動量計 万歩計 心拍計 健康管理 睡眠モニター 5ATM防水 着信通知 音楽再生コントロール 最長連続20日間使用可能 高精細カラー有機ELパネル/iPhone&Android対応
        ",https://www.amazon.co.jp/Xiaomi-Smart-Band-%E3%80%90%E6%97%A5%E6%9C%AC%E6%AD%A3%E8%A6%8F%E4%BB%A3%E7%90%86%E5%BA%97%E5%93%81%E3%80%91%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E3%83%90%E3%83%B3%E3%83%89-%E9%AB%98%E7%B2%BE%E7%B4%B0%E3%82%AB%E3%83%A9%E3%83%BC%E6%9C%89%E6%A9%9FEL%E3%83%91%E3%83%8D%E3%83%AB/dp/B0828P3HXK?_encoding=UTF8&psc=1
#16,"Apple AirPods with Charging Case (最新モデル)
        ",https://www.amazon.co.jp/Apple-AirPods-Charging-Case-%E6%9C%80%E6%96%B0%E3%83%A2%E3%83%87%E3%83%AB/dp/B07PSZ8395?_encoding=UTF8&psc=1
#17,"SanDisk microSDXC ULTRA 128GB 80MB/s SDSQUNS-128G Class10 サンディスク [並行輸入品]
        ",https://www.amazon.co.jp/SanDisk-microSDXC-SDSQUNS-128G-Class10-%E3%82%B5%E3%83%B3%E3%83%87%E3%82%A3%E3%82%B9%E3%82%AF/dp/B07HHD7C7T?_encoding=UTF8&psc=1
#18,"Echo Show 5 (エコーショー5) スクリーン付きスマートスピーカー with Alexa、サンドストーン
        ",https://www.amazon.co.jp/Echo-Show-5-%E3%82%A8%E3%82%B3%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%BC5-%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3%E4%BB%98%E3%81%8D%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E3%82%B9%E3%83%94%E3%83%BC%E3%82%AB%E3%83%BC-with-Alexa-%E3%82%B5%E3%83%B3%E3%83%89%E3%82%B9%E3%83%88%E3%83%BC%E3%83%B3/dp/B07KD8HB2D?_encoding=UTF8&psc=1
#19,"128GB microSDXCカード マイクロSD TOSHIBA 東芝 CLASS10 UHS-I R:100MB/s SDアダプター付 海外リテール THN-M203K1280
        ",https://www.amazon.co.jp/microSDXC%E3%82%AB%E3%83%BC%E3%83%89-%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%ADSD-TOSHIBA-%E6%9D%B1%E8%8A%9D-CLASS10/dp/B07MTC398G?_encoding=UTF8&psc=1
#20,"【2枚セット】Nimaso iPhone11Pro / iPhoneX/Xs ガラスフィルム 全面保護 液晶保護フィルム 強化ガラス 【フルカバー】【ガイド枠付き】（5.8インチ アイフォン 11 Pro/X/Xs用）
        ",https://www.amazon.co.jp/%E3%80%902%E6%9E%9A%E3%82%BB%E3%83%83%E3%83%88%E3%80%91Nimaso-iPhoneX-%E5%85%A8%E9%9D%A2%E4%BF%9D%E8%AD%B7%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0-%E6%B6%B2%E6%99%B6%E5%BC%B7%E5%8C%96%E3%82%AC%E3%83%A9%E3%82%B9-%E3%80%90%E3%83%95%E3%83%AB%E3%82%AB%E3%83%90%E3%83%BC%E3%80%91%E3%80%90%E3%82%AC%E3%82%A4%E3%83%89%E6%9E%A0%E4%BB%98%E3%81%8D%E3%80%91%E3%80%90%E6%97%A5%E6%9C%AC%E8%A3%BD%E7%B4%A0%E6%9D%90%E6%97%AD%E7%A1%9D%E5%AD%90%E8%A3%BD%E3%80%91%EF%BC%88/dp/B07G3661F5?_encoding=UTF8&psc=1
#21,"ipad 10.2 ガラスフイルム 2019 保護 強化 3D タッチ ガラス フィルム 飛散防止 指紋防止 気泡防止 撥水撥油 旭硝子 強靭9H 高透明率 ピタ貼り
        ",https://www.amazon.co.jp/ipad-10-2-%E3%82%AC%E3%83%A9%E3%82%B9%E3%83%95%E3%82%A4%E3%83%AB%E3%83%A0-2019-%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0/dp/B07Y56C7MN?_encoding=UTF8&psc=1
#22,"Anker PowerCore Fusion 5000 (モバイルバッテリー 搭載 USB充電器 5000mAh) 【PSE認証済 / コンセント 一体型 / PowerIQ搭載 / 折りたたみ式プラグ】 iPhone & Android各種対応 (ブラック)
        ",https://www.amazon.co.jp/Anker-PowerCore-%E3%83%A2%E3%83%90%E3%82%A4%E3%83%AB%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E6%90%AD%E8%BC%89-%E3%80%90PowerIQ%E6%90%AD%E8%BC%89-iPhone%E3%80%81iPad%E3%80%81Android%E5%90%84%E7%A8%AE%E5%AF%BE%E5%BF%9C/dp/B01LATWL5G?_encoding=UTF8&psc=1
#23,"【2019進化版】 自撮り棒 Bluetooth セルカ棒 軽量 無線 三脚/一脚兼用 360度回転 7段伸縮 Bluetooth リモコン 折りたたみ 持ち運びに便利 iPhoneX iPhone8 iPhone7 iPhone/Android スマホ等対応
        ",https://www.amazon.co.jp/%E3%80%902019%E9%80%B2%E5%8C%96%E7%89%88%E3%80%91-Bluetooth-%E6%8C%81%E3%81%A1%E9%81%8B%E3%81%B3%E3%81%AB%E4%BE%BF%E5%88%A9-iPhoneX-iPhone8/dp/B07QCN6G38?_encoding=UTF8&psc=1
#24,"Apple Lightning - 3.5 mmヘッドフォンジャックアダプタ
        ",https://www.amazon.co.jp/Apple-Lightning-3-5mm-%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3%E3%83%BB%E3%83%98%E3%83%83%E3%83%89%E3%83%95%E3%82%A9%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AF%E3%82%A2%E3%83%80%E3%83%97%E3%82%BF-MMX62J/dp/B01LZ4RPHI?_encoding=UTF8&psc=1
#25,"【第2世代】Anker Soundcore Liberty Neo（ワイヤレスイヤホン Bluetooth 5.0）【IPX7防水規格 / 最大20時間音楽再生 / Siri対応 / グラフェン採用ドライバー / マイク内蔵 / PSE認証済】
        ",https://www.amazon.co.jp/%E3%80%90%E7%AC%AC2%E4%B8%96%E4%BB%A3%E3%80%91Anker-Soundcore-Neo%EF%BC%88%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3-5-0%EF%BC%89%E3%80%90IPX7%E9%98%B2%E6%B0%B4%E8%A6%8F%E6%A0%BC-%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A7%E3%83%B3%E6%8E%A1%E7%94%A8%E3%83%89%E3%83%A9%E3%82%A4%E3%83%90%E3%83%BC/dp/B07SGCLVF2?_encoding=UTF8&psc=1
#26,"OAproda iPhone 11 Pro/iPhone XS/X ガラスフィルム 液晶保護強化ガラス【ガイド枠付き/全面保護/ケースに干渉しない】アイフォン11pro / Xs/X 5.8インチ 用 フィルム
        ",https://www.amazon.co.jp/OAproda-%E5%85%A8%E9%9D%A2%E4%BF%9D%E8%AD%B7%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0-%E5%85%A8%E9%9D%A2%E3%83%95%E3%83%AB%E3%82%AB%E3%83%90%E3%83%BC%E3%80%90%E5%AD%98%E5%9C%A8%E6%84%9F%E3%82%BC%E3%83%AD-%E7%94%BB%E9%9D%A2%E9%AE%AE%E3%82%84%E3%81%8B%E9%AB%98%E7%B2%BE%E7%B4%B0-%E8%B2%BC%E3%82%8A%E4%BB%98%E3%81%91%E7%B0%A1%E5%8D%98%E3%80%91iPhoneX/dp/B077M4ZPK9?_encoding=UTF8&psc=1
#27,"イヤホン ワイヤレス 【IPX8防水/ 最大120時間音楽再生 / Siri対応/マイク内蔵/PSE認証済】 Bluetooth イヤホン 自動ペアリング 自動ON/OFF 両耳 左右分離型 軽量 タッチ式 CVC8.0ノイズキャンセリング&AAC対応 bluetooth 5.0+EDRが搭載 iPhone/iPad/Android適用 完全ワイヤレスイヤホン
        ",https://www.amazon.co.jp/%E6%9C%80%E5%A4%A7120%E6%99%82%E9%96%93%E9%9F%B3%E6%A5%BD%E5%86%8D%E7%94%9F-Bluetooth-CVC8-0%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-bluetooth-%E5%AE%8C%E5%85%A8%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3/dp/B07Z3HCR9R?_encoding=UTF8&psc=1
#28,"Nimaso【2枚セット】iPhone11 Pro/iPhoneX/Xs（5.8インチ）用 液晶保護ガラスフィルム【ガイド枠付き】（アイフォン11 Pro/X/Xs用）
        ",https://www.amazon.co.jp/Nimaso-iPhoneX-iPhoneXS%E7%94%A8-%E6%B6%B2%E6%99%B6%E4%BF%9D%E8%AD%B7%E3%82%AC%E3%83%A9%E3%82%B9%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0-%E3%80%90%E3%82%AC%E3%82%A4%E3%83%89%E6%9E%A0%E4%BB%98%E3%81%8D%E3%80%91/dp/B074MPWPYZ?_encoding=UTF8&psc=1
#29,"Apple Lightning - Digital AVアダプタ
        ",https://www.amazon.co.jp/Apple-Lightning-Digital-HDMI%E5%A4%89%E6%8F%9B%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB-MD826AM/dp/B00XP5KLLK?_encoding=UTF8&psc=1
#30,"【 第二世代 完全ワイヤレスイヤホン (JPRiDE) TWS-520 】Red Dot Award 受賞デザイン ( iPhone Android 対応) 最新 Bluetooth 5.0 【イヤホンのみで 6.5 hrs ~ 連続再生 (旧モデル比 ２倍 ~ 1.5倍) 】 Bluetooth イヤホン 高音質 AAC オーディオ対応 防水 IPX5 ハンズフリー通話 各種音声アシスタント対応 【JPRiDE @ 東京発オーディオブランド】
        ",https://www.amazon.co.jp/%E5%AE%8C%E5%85%A8%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3-JPRiDE-TWS-520-%E5%90%84%E7%A8%AE%E9%9F%B3%E5%A3%B0%E3%82%A2%E3%82%B7%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88%E5%AF%BE%E5%BF%9C-%E6%9D%B1%E4%BA%AC%E7%99%BA%E3%82%AA%E3%83%BC%E3%83%87%E3%82%A3%E3%82%AA%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E3%80%91/dp/B07Q9YDCNX?_encoding=UTF8&psc=1
#31,"【令和最新版 Bluetooth 5.0 IPX7完全防水】Bluetooth イヤホン スポーツワイヤレスイヤホン 10時間連続再生 マグネット搭載 SBC＆AAC対応 マイク内蔵 ランニング用 ハンズフリー通話 二台接続可能 CVC8.0ノイズキャンセリング搭載 自動ペアリング EVIO 運動 ブルートゥース イヤホン Siri対応 iPhone/ipad/Android適用
        ",https://www.amazon.co.jp/%E3%80%90Bluetooth-IPX7%E5%AE%8C%E5%85%A8%E9%98%B2%E6%B0%B4%E3%80%91Bluetooth-%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3-SBC%EF%BC%86AAC%E5%AF%BE%E5%BF%9C-CVC8-0%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0%E6%90%AD%E8%BC%89/dp/B07NTB3X4Q?_encoding=UTF8&psc=1
#32,"Rampow Micro USB ケーブル【1M/2本組/保証付き/黒】 2.4A急速充電ケーブル 高速データ転送 7000+回の曲折テスト 高耐久編組ナイロンケーブル Sharp Aquos/Sony Xperia/Fujitsu Arrows/Asus ZenFone/Samsung Galaxy 多機種対応 Android スマホ 充電ケーブル マイクロusbケーブル
        ",https://www.amazon.co.jp/%E3%80%902%E6%9C%AC%E7%B5%84%E3%80%91Rampow-%E9%AB%98%E9%80%9F%E3%83%87%E3%83%BC%E3%82%BF%E8%BB%A2%E9%80%81%E5%AF%BE%E5%BF%9C%E3%80%91-%E9%AB%98%E8%80%90%E4%B9%85%E7%B7%A8%E7%B5%84%E3%83%8A%E3%82%A4%E3%83%AD%E3%83%B3%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB-microusb%E5%AF%BE%E5%BF%9C-%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%ADusb%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB/dp/B075M9Y571?_encoding=UTF8&psc=1
#33,"【 iPhone8 ガラスフィルム (日本製) 】 iPhone8 フィルム [ 約3倍の強度 ] [ 最高硬度10H ] [ 米軍MIL規格取得 ] [ 6.5時間コーティング ] OVER's ガラスザムライ (らくらくクリップ付き)【ジャパンクオリティ】
        ",https://www.amazon.co.jp/OVERs-%E3%82%AC%E3%83%A9%E3%82%B9%E3%82%B6%E3%83%A0%E3%83%A9%E3%82%A4-iPhone8%E7%94%A8-%E3%82%AC%E3%83%A9%E3%82%B9%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0-%E6%97%A5%E6%9C%AC%E8%A3%BD/dp/B077VPHDHP?_encoding=UTF8&psc=1
#34,"【26800mAh & LEDライト付き & PSE認証済】 モバイルバッテリー 大容量 急速充電 3in1入力ポート（Lightning/microUSB/Type-C） ケーブル1本で充/蓄電 LCD残量表示 2USBポート 最大2.1A出力 二台同時充電 スマホ充電器 携帯充電器 旅行/出張/緊急用 防災グッズ iPhone/iPad/Android各種他対応 DeliToo (26800mAh)
        ",https://www.amazon.co.jp/%E3%80%9026800mAh-%E3%83%A2%E3%83%90%E3%82%A4%E3%83%AB%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC-3in1%E5%85%A5%E5%8A%9B%E3%83%9D%E3%83%BC%E3%83%88%EF%BC%88Lightning-Android%E5%90%84%E7%A8%AE%E4%BB%96%E5%AF%BE%E5%BF%9C-DeliToo/dp/B081C8WS82?_encoding=UTF8&psc=1
#35,"【Amazon.co.jp限定】パナソニック エネループ 単3形充電池 4本パック スタンダードモデル BK-3MCC/4SA
        ",https://www.amazon.co.jp/%E3%80%90Amazon-co-jp%E9%99%90%E5%AE%9A%E3%80%91%E3%83%91%E3%83%8A%E3%82%BD%E3%83%8B%E3%83%83%E3%82%AF-%E5%8D%983%E5%BD%A2%E5%85%85%E9%9B%BB%E6%B1%A0-%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%80%E3%83%BC%E3%83%89%E3%83%A2%E3%83%87%E3%83%AB-BK-3MCC-4SA/dp/B07FR54TWY?_encoding=UTF8&psc=1
#36,"SanDisk microSDXC ULTRA 64GB 80MB/s SDSQUNS-064G Class10 サンディスク [並行輸入品]
        ",https://www.amazon.co.jp/SanDisk-microSDXC-SDSQUNS-064G-Class10-%E3%82%B5%E3%83%B3%E3%83%87%E3%82%A3%E3%82%B9%E3%82%AF/dp/B074B4BFHJ?_encoding=UTF8&psc=1
#37,"パナソニック 普通紙ファクス用インクフィルム2本入り KX-FAN190W
        ",https://www.amazon.co.jp/%E3%83%91%E3%83%8A%E3%82%BD%E3%83%8B%E3%83%83%E3%82%AF-Panasonic-KX-FAN190W-%E6%99%AE%E9%80%9A%E7%B4%99FAX%E7%94%A8%E3%82%A4%E3%83%B3%E3%82%AF%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0-2%E6%9C%AC%E5%85%A5/dp/B000O78A7Y?_encoding=UTF8&psc=1
#38,"Amazonベーシック 乾電池 単4形 アルカリ 20個セット
        ",https://www.amazon.co.jp/Amazon%E3%83%99%E3%83%BC%E3%82%B7%E3%83%83%E3%82%AF-AmazonBasics-ALK-AAA20FFP-U-AMZ/dp/B00NTCHCU2?_encoding=UTF8&psc=1
#39,"【改善版】Anker Soundcore 2 (12W Bluetooth5.0 スピーカー 24時間連続再生)【完全ワイヤレスステレオ対応/強化された低音 / IPX7防水規格 / デュアルドライバー/マイク内蔵】(ブラック)
        ",https://www.amazon.co.jp/Anker-SoundCore-Bluetooth4-2-24%E6%99%82%E9%96%93%E9%80%A3%E7%B6%9A%E5%86%8D%E7%94%9F-%E3%83%87%E3%83%A5%E3%82%A2%E3%83%AB%E3%83%89%E3%83%A9%E3%82%A4%E3%83%90%E3%83%BC/dp/B01NAVANRX?_encoding=UTF8&psc=1
#40,"「新型設計　5本セット」ライトニングケーブル　1M*2+1.8M*2+3M*1　急速充電＆USB同期　高速データ転送 高耐久　超タフ　iPhone　充電ケーブル　断線防止 lightning ケーブル　iphone 充電コード　アイフォン　充電　ケーブル　延長　apple認証 純正並び　iPhone 11/11 Pro/11 Pro Max/XS/XS Max/XR/X/8/8Plus/7/7 Plus/6s/6s Plus/iPad/iPod各種対応 レッド/赤
        ",https://www.amazon.co.jp/%E3%80%8C%E6%96%B0%E5%9E%8B%E8%A8%AD%E8%A8%88-5%E6%9C%AC%E3%82%BB%E3%83%83%E3%83%88%E3%80%8D%E3%83%A9%E3%82%A4%E3%83%88%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB-1M-%E6%80%A5%E9%80%9F%E5%85%85%E9%9B%BB%EF%BC%86USB%E5%90%8C%E6%9C%9F-%E9%AB%98%E9%80%9F%E3%83%87%E3%83%BC%E3%82%BF%E8%BB%A2%E9%80%81-%E9%AB%98%E8%80%90%E4%B9%85-%E8%B6%85%E3%82%BF%E3%83%95-iPhone-%E5%85%85%E9%9B%BB%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB-%E6%96%AD%E7%B7%9A%E9%98%B2%E6%AD%A2-%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB-iphone-%E5%85%85%E9%9B%BB%E3%82%B3%E3%83%BC%E3%83%89-%E3%82%A2%E3%82%A4%E3%83%95%E3%82%A9%E3%83%B3-%E5%85%85%E9%9B%BB-%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB-%E5%BB%B6%E9%95%B7-apple%E8%AA%8D%E8%A8%BC/dp/B07ZX1C5XH?_encoding=UTF8&psc=1
#41,"【2019最新版 140時間連続駆動 】Bluetooth イヤホン Hi-Fi高音質 AAC対応 IPX6防水 最新bluetooth 5.0+EDRが搭載 140時間連続駆動 完全ワイヤレス イヤホン ブルートゥース イヤホン 両耳 左右分離型 自動ON/OFF ボリューム調節可能 PSE＆技適認証済み Siri対応 iPhone/iPad/Android適用
